approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
TERC,11727,TERC,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,10,TRUE
TERF2IP,19246,TERF2IP,cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
TERT,11730,TERT,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
TET2,25941,TET2,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
TF,11740,TF,blueprintgenetics_hereditary_cancer,1,FALSE
TGFBR2,11773,TGFBR2,centogene_solid_tumor_panel,1,FALSE
THBD,11784,THBD,blueprintgenetics_hereditary_cancer,1,FALSE
THPO,11795,THPO,blueprintgenetics_hereditary_cancer,1,FALSE
TINF2,11824,TINF2,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; genedx_oncogenedx_custom_panel; neogenomics_full_comprehensive_cancer_panel_germline,4,TRUE
TMEM127,26038,TMEM127,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
TMPRSS6,16517,TMPRSS6,blueprintgenetics_hereditary_cancer,1,FALSE
TNFRSF9,11924,TNFRSF9,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
TP53,11998,TP53,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,17,TRUE
TP53I3,19373,TP53I3,preventiongenetics_cancer_panel,1,FALSE
TPI1,12009,TPI1,blueprintgenetics_hereditary_cancer,1,FALSE
TRIM28,16384,TRIM28,cegat_tumor_syndromes_panel,1,FALSE
TRIM37,7523,TRIM37,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
TRIP13,12307,TRIP13,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel,4,TRUE
TRNT1,17341,TRNT1,blueprintgenetics_hereditary_cancer,1,FALSE
TSC1,12362,TSC1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
TSC2,12363,TSC2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
TTR,12405,TTR,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
TUBB1,16257,TUBB1,blueprintgenetics_hereditary_cancer,1,FALSE
TYR,12442,TYR,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; neogenomics_full_comprehensive_cancer_panel_germline,3,TRUE
TYRP1,12450,TYRP1,blueprintgenetics_hereditary_cancer,1,FALSE
UBE2T,25009,UBE2T,blueprintgenetics_hereditary_cancer; cegat_tumor_syndromes_panel,2,TRUE
UNC13D,23147,UNC13D,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
USB1,25792,USB1,blueprintgenetics_hereditary_cancer,1,FALSE
USP45,20080,USP45,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
VHL,12687,VHL,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
VKORC1,23663,VKORC1,blueprintgenetics_hereditary_cancer,1,FALSE
VPS13B,2183,VPS13B,blueprintgenetics_hereditary_cancer,1,FALSE
VPS45,14579,VPS45,blueprintgenetics_hereditary_cancer,1,FALSE
VWF,12726,VWF,blueprintgenetics_hereditary_cancer,1,FALSE
WAS,12731,WAS,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
WDR1,12754,WDR1,blueprintgenetics_hereditary_cancer,1,FALSE
WIPF1,12736,WIPF1,blueprintgenetics_hereditary_cancer,1,FALSE
WRAP53,25522,WRAP53,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; neogenomics_full_comprehensive_cancer_panel_germline,3,TRUE
WRN,12791,WRN,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,10,TRUE
WT1,12796,WT1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
WWP1,17004,WWP1,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
XIAP,592,XIAP,blueprintgenetics_hereditary_cancer,1,FALSE
XPA,12814,XPA,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
XPC,12816,XPC,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
XRCC2,12829,XRCC2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,7,TRUE
XRCC3,12830,XRCC3,centogene_solid_tumor_panel,1,FALSE
YARS2,24249,YARS2,blueprintgenetics_hereditary_cancer,1,FALSE
ZCCHC8,25265,ZCCHC8,blueprintgenetics_hereditary_cancer,1,FALSE
