approved_symbol,hgnc_id,evidence_count,list_count,00_InhousePanels,01_PanelApp,02_HPO,03_DiagnosticPanels,04_COSMIC
SHTN1,29319,0,1,NULL,NULL,NULL,NULL,FALSE
SIRPA,9662,0,1,NULL,NULL,NULL,NULL,FALSE
SIX1,10887,0,1,NULL,NULL,NULL,NULL,FALSE
SIX2,10888,0,1,NULL,NULL,NULL,NULL,FALSE
SKI,10896,0,1,NULL,NULL,NULL,NULL,FALSE
SLC34A2,11020,0,1,NULL,NULL,NULL,NULL,FALSE
SLC45A3,8642,0,1,NULL,NULL,NULL,NULL,FALSE
SMAD2,6768,0,1,NULL,NULL,NULL,NULL,FALSE
SMAD3,6769,0,1,NULL,NULL,NULL,NULL,FALSE
SMARCD1,11106,0,1,NULL,NULL,NULL,NULL,FALSE
SMC1A,11111,0,1,NULL,NULL,NULL,NULL,FALSE
SND1,30646,0,1,NULL,NULL,NULL,NULL,FALSE
SNX29,30542,0,1,NULL,NULL,NULL,NULL,FALSE
SOX21,11197,0,1,NULL,NULL,NULL,NULL,FALSE
SPECC1,30615,0,1,NULL,NULL,NULL,NULL,FALSE
SRGAP3,19744,0,1,NULL,NULL,NULL,NULL,FALSE
SRSF2,10783,1,1,NULL,NULL,NULL,NULL,TRUE
SRSF3,10785,0,1,NULL,NULL,NULL,NULL,FALSE
SS18,11340,0,1,NULL,NULL,NULL,NULL,FALSE
SS18L1,15592,0,1,NULL,NULL,NULL,NULL,FALSE
SSX1,11335,0,1,NULL,NULL,NULL,NULL,FALSE
SSX4,11338,0,1,NULL,NULL,NULL,NULL,FALSE
STAG1,11354,0,1,NULL,NULL,NULL,NULL,FALSE
STAG2,11355,1,1,NULL,NULL,NULL,NULL,TRUE
STAT5B,11367,0,1,NULL,NULL,NULL,NULL,FALSE
STAT6,11368,0,1,NULL,NULL,NULL,NULL,FALSE
STIL,10879,0,1,NULL,NULL,NULL,NULL,FALSE
STRN,11424,0,1,NULL,NULL,NULL,NULL,FALSE
SUB1,19985,0,1,NULL,NULL,NULL,NULL,FALSE
SUZ12,17101,0,1,NULL,NULL,NULL,NULL,FALSE
TBL1XR1,29529,0,1,NULL,NULL,NULL,NULL,FALSE
TBX3,11602,1,1,NULL,NULL,NULL,NULL,TRUE
TCEA1,11612,0,1,NULL,NULL,NULL,NULL,FALSE
TCF12,11623,0,1,NULL,NULL,NULL,NULL,FALSE
TCF7L2,11641,0,1,NULL,NULL,NULL,NULL,FALSE
TCL1A,11648,0,1,NULL,NULL,NULL,NULL,FALSE
TEC,11719,0,1,NULL,NULL,NULL,NULL,FALSE
TENT5C,24712,0,1,NULL,NULL,NULL,NULL,FALSE
TET1,29484,0,1,NULL,NULL,NULL,NULL,FALSE
TFEB,11753,0,1,NULL,NULL,NULL,NULL,FALSE
TFG,11758,0,1,NULL,NULL,NULL,NULL,FALSE
TFPT,13630,0,1,NULL,NULL,NULL,NULL,FALSE
TFRC,11763,0,1,NULL,NULL,NULL,NULL,FALSE
THRAP3,22964,0,1,NULL,NULL,NULL,NULL,FALSE
TLX1,5056,0,1,NULL,NULL,NULL,NULL,FALSE
TLX3,13532,0,1,NULL,NULL,NULL,NULL,FALSE
TMPRSS2,11876,0,1,NULL,NULL,NULL,NULL,FALSE
TMSB4X,11881,0,1,NULL,NULL,NULL,NULL,FALSE
TNC,5318,0,1,NULL,NULL,NULL,NULL,FALSE
TNFAIP3,11896,1,1,NULL,NULL,NULL,NULL,TRUE
TNFRSF14,11912,0,1,NULL,NULL,NULL,NULL,FALSE
TNFRSF17,11913,0,1,NULL,NULL,NULL,NULL,FALSE
TOP1,11986,0,1,NULL,NULL,NULL,NULL,FALSE
TP63,15979,1,1,NULL,NULL,NULL,NULL,TRUE
TPM3,12012,0,1,NULL,NULL,NULL,NULL,FALSE
TPM4,12013,0,1,NULL,NULL,NULL,NULL,FALSE
TPR,12017,0,1,NULL,NULL,NULL,NULL,FALSE
TRA,12027,0,1,NULL,NULL,NULL,NULL,FALSE
TRAF7,20456,1,1,NULL,NULL,NULL,NULL,TRUE
TRB,12155,0,1,NULL,NULL,NULL,NULL,FALSE
TRD,12252,0,1,NULL,NULL,NULL,NULL,FALSE
TRIM24,11812,0,1,NULL,NULL,NULL,NULL,FALSE
TRIM27,9975,0,1,NULL,NULL,NULL,NULL,FALSE
TRIM33,16290,0,1,NULL,NULL,NULL,NULL,FALSE
TRIP11,12305,0,1,NULL,NULL,NULL,NULL,FALSE
TRRAP,12347,0,1,NULL,NULL,NULL,NULL,FALSE
TSHR,12373,1,1,NULL,NULL,NULL,NULL,TRUE
U2AF1,12453,1,1,NULL,NULL,NULL,NULL,TRUE
UBR5,16806,0,1,NULL,NULL,NULL,NULL,FALSE
USP44,20064,0,1,NULL,NULL,NULL,NULL,FALSE
USP6,12629,0,1,NULL,NULL,NULL,NULL,FALSE
USP9X,12632,0,1,NULL,NULL,NULL,NULL,FALSE
VAV1,12657,0,1,NULL,NULL,NULL,NULL,FALSE
VTI1A,17792,0,1,NULL,NULL,NULL,NULL,FALSE
WDCP,26157,0,1,NULL,NULL,NULL,NULL,FALSE
WIF1,18081,0,1,NULL,NULL,NULL,NULL,FALSE
WNK2,14542,0,1,NULL,NULL,NULL,NULL,FALSE
WWTR1,24042,0,1,NULL,NULL,NULL,NULL,FALSE
XPO1,12825,0,1,NULL,NULL,NULL,NULL,FALSE
YWHAE,12851,0,1,NULL,NULL,NULL,NULL,FALSE
ZBTB16,12930,0,1,NULL,NULL,NULL,NULL,FALSE
ZEB1,11642,0,1,NULL,NULL,NULL,NULL,FALSE
ZMYM2,12989,0,1,NULL,NULL,NULL,NULL,FALSE
ZMYM3,13054,0,1,NULL,NULL,NULL,NULL,FALSE
ZNF331,15489,0,1,NULL,NULL,NULL,NULL,FALSE
ZNF384,11955,0,1,NULL,NULL,NULL,NULL,FALSE
ZNF429,20817,0,1,NULL,NULL,NULL,NULL,FALSE
ZNF479,23258,0,1,NULL,NULL,NULL,NULL,FALSE
ZNF521,24605,0,1,NULL,NULL,NULL,NULL,FALSE
ZNRF3,18126,0,1,NULL,NULL,NULL,NULL,FALSE
ZRSR2,23019,0,1,NULL,NULL,NULL,NULL,FALSE
